# Segments csv created Sun Mar  5 10:54:31 2017
# num_ytids=22160, num_segs=22160, num_unique_labels=527, num_positive_labels=52882
index,YTID,start_seconds,end_seconds,positive_labels,private,unavailable,views,likes,rating,comments
5831,DLIBuXMYH9g,6.0,16.0,"/m/04rlf,/m/0chx_",False,False,178176,2132,0.0,145
5832,DLMRjbqrdRk,130.0,140.0,"/m/01g90h,/m/09x0r",False,False,6914,604,0.0,108
5833,DLQKrdxysgc,230.0,240.0,"/m/02bm9n,/m/05zc1,/m/0l7xg,/t/dd00077",False,False,2765,12,0.0,2
5834,DM9rqK0Xj44,30.0,40.0,/m/07rbp7_,False,False,7230,21,0.0,4
5835,DMMCiQB7-E4,30.0,40.0,"/m/07pp_mv,/m/09x0r,/m/0c3f7m",False,False,44233,123,0.0,54
5836,DMaYYIZL8YE,0.0,10.0,"/m/0130jx,/m/02jz0l,/m/0838f",False,False,118557,436,0.0,59
5837,DMgNDCvrP4I,130.0,140.0,/m/05_wcq,False,False,20424,74,0.0,5
5838,DMp-ahv7T0w,60.0,70.0,"/m/01lsmm,/m/09x0r",False,False,24257,26,0.0,13
5839,DMwvY--3XD0,30.0,40.0,"/m/04rlf,/m/05fw6t",False,False,26660125,4688,0.0,0
5840,DMzOzYeanGI,50.0,60.0,"/m/07cx4,/m/09x0r",False,True,0,0,0.0,0
5841,DNEOfQXiBgw,30.0,40.0,/m/0939n_,False,False,1902,3,0.0,1
5842,DNiZ3Pu-KYc,440.0,450.0,"/m/06_y0by,/m/09x0r",False,False,334227,875,0.0,135
5843,DO1EixrtWvw,370.0,380.0,"/m/028v0c,/m/07qc9xj,/m/09x0r",False,False,22953,102,0.0,54
5844,DOOUC0UPOKA,50.0,60.0,"/m/01yrx,/m/068hy,/m/07pzfmf,/m/09x0r",False,False,490880,3069,0.0,140
5845,DOrVw4rtY8g,30.0,40.0,"/m/025wky1,/m/04rlf",False,False,46731,76,0.0,13
5846,DOrsyJmzS0Q,30.0,40.0,"/m/01m4t,/m/09x0r",False,False,152346,60,0.0,23
5847,DOtBB70Jgu4,60.0,70.0,"/m/03wwcy,/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk",False,False,62628,80,0.0,17
5848,DP0ZCe7cIa0,40.0,50.0,"/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c",False,False,45147,99,0.0,31
5849,DPModTuJA_M,21.0,31.0,"/m/07yv9,/m/0btp2,/m/0k4j",False,False,126951,54,0.0,60
5850,DPW5M1FYxu4,490.0,500.0,/m/05pd6,False,False,40723,159,0.0,20
5851,DPZzzJrgzqo,220.0,230.0,/m/03l9g,False,False,264209,2302,0.0,189
5852,DPdDm7TS5ws,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00018",False,False,547450,571,0.0,0
5853,DPv42TS7EY8,3.0,13.0,/m/025_jnm,False,False,7147,8,0.0,10
5854,DPxl8K8I7zw,180.0,190.0,"/m/015lz1,/m/0k65p",False,False,20924,81,0.0,0
5855,DPzoYrz6Mi8,150.0,160.0,"/m/05zppz,/m/07bjf,/m/09x0r,/m/0dv5r",False,True,0,0,0.0,0
5856,DQ-uU0ueEBA,11.0,21.0,/m/07q0yl5,False,False,12073,14,0.0,5
5857,DQIFH5ZIBhs,410.0,420.0,"/m/02p01q,/m/07pdjhy",False,False,54489,221,0.0,37
5858,DQiKj51pxHk,240.0,250.0,"/m/0130jx,/m/0838f",False,False,263995,3108,0.0,184
5859,DQlD2RgrqOA,30.0,40.0,"/m/015lz1,/m/04rlf,/m/0dq0md",False,False,1169444,2826,0.0,110
5860,DQrdOgRb-oA,10.0,20.0,/m/0l14t7,False,False,42476,483,0.0,14
5861,DQsIqraI1zk,40.0,50.0,/m/0261r1,False,False,60960,19,0.0,0
5862,DQzg3cZeYSw,30.0,40.0,"/m/01hgjl,/m/04rlf,/m/07qb_dv,/m/09x0r",False,False,21994,40,0.0,22
5863,DR2X6ypIYnY,1.0,11.0,/m/01jwx6,False,False,126016,14,0.0,11
5864,DR6axnjaBkQ,80.0,90.0,"/g/122z_qxw,/m/09x0r,/m/0g6b5",False,False,95756,447,0.0,62
5865,DRGpwij9No8,11.0,21.0,/m/07qwyj0,False,False,7627,13,0.0,0
5866,DRfjAfjPnIo,240.0,250.0,/m/07hvw1,False,False,15522,108,0.0,14
5867,DRyxKRiig3k,0.0,10.0,"/m/08p9q4,/m/09x0r,/t/dd00125",False,False,20427,261,0.0,65
5868,DS13-KbbDCs,30.0,40.0,"/m/04rlf,/m/07pkxdp",False,False,233450,658,0.0,62
5869,DS2qv8rglWA,250.0,260.0,"/m/03mb9,/m/04rlf",False,True,0,0,0.0,0
5870,DS5jaDwKk-Q,30.0,40.0,"/m/01lsmm,/m/09x0r",False,False,52313,393,0.0,112
5871,DSC1L39iGHw,30.0,40.0,"/m/04rlf,/m/07gxw",False,False,0,0,0.0,0
5872,DSI9gamPHmA,30.0,40.0,"/m/0283d,/m/04rlf,/m/07gxw,/m/07lnk,/m/07s72n,/m/0m0jc",False,True,0,0,0.0,0
5873,DSKtLnbDdY4,10.0,20.0,"/m/04rlf,/m/07qqyl4",False,False,217714,1725,0.0,97
5874,DSP-Iu56n5Y,27.0,37.0,/m/07rv9rh,False,False,99217,53,0.0,48
5875,DSa3YoTNoZA,0.0,10.0,"/m/0k65p,/m/0l15bq,/m/0ytgt",False,False,23552,36,0.0,0
5876,DTXsmh43fzw,330.0,340.0,"/m/01b9nn,/m/04rlf",False,False,216359,1671,0.0,113
5877,DTieJvYa-sA,19.0,29.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07svc2k",False,False,53261,43,0.0,7
5878,DTnCrtCro44,30.0,40.0,"/m/02bxd,/m/04rlf",False,False,144837,162,0.0,10
5879,DTs5xUIK_Tw,30.0,40.0,/m/0llzx,False,False,129404,143,0.0,41
5880,DTtm0QxR-Ew,30.0,40.0,"/m/02qldy,/m/09x0r",False,False,2079,4,0.0,1
5881,DU3Vlaa8rU0,290.0,300.0,"/m/013y1f,/m/03gvt,/m/05148p4,/m/05r5c",False,False,72921,173,0.0,31
5882,DU4im26D6ts,10.0,20.0,"/m/03q5_w,/m/09x0r,/t/dd00125",False,False,44331,200,0.0,8
5883,DUKD-JZ-Ols,70.0,80.0,"/m/026fgl,/m/0f8s22",False,True,0,0,0.0,0
5884,DUsgjCMYyxQ,30.0,40.0,"/m/068hy,/m/07r_k2n,/m/0bt9lr,/m/0jbk,/t/dd00136",False,False,109924,91,0.0,27
5885,DUvF0NeTxPs,30.0,40.0,"/m/032s66,/m/0_1c",False,False,24120,96,0.0,11
5886,DV5mynb77JM,10.0,20.0,"/m/01glhc,/m/0342h,/m/04szw,/m/0fx80y",False,False,168268,838,0.0,89
5887,DV6HMoZhvG0,21.0,31.0,"/m/09x0r,/t/dd00018",False,False,634024,58,0.0,0
5888,DVEuOBxAyFM,20.0,30.0,"/m/015p6,/m/020bb7,/m/06hps,/m/07pggtn",False,False,28089,118,0.0,23
5889,DVNhqn8z98Q,480.0,490.0,"/m/02c8p,/m/09x0r,/t/dd00125",False,False,55505,779,0.0,817
5890,DVY5qqxHQyA,30.0,40.0,"/m/04rlf,/m/07s72n",False,False,16085,36,0.0,18
5891,DVgGky_5TA0,20.0,30.0,"/m/04rlf,/m/05r6t",False,False,1110354,2268,0.0,438
5892,DW3z-ByrfWY,380.0,390.0,"/m/02bxd,/m/04rlf,/m/09x0r",False,False,159352,1310,0.0,658
5893,DW7KmFeBnVc,240.0,250.0,/m/0642b4,False,False,5037,15,0.0,24
5894,DW7Qe-50X_A,250.0,260.0,"/m/015vgc,/m/04rlf,/m/06j64v,/m/0ggq0m",False,False,111306,346,0.0,30
5895,DWSGJ-hG4RM,30.0,40.0,"/m/07c52,/m/09x0r",False,True,0,0,0.0,0
5896,DWcaQIg3nig,30.0,40.0,"/m/04rlf,/m/07szfh9",False,False,193244,2634,0.0,183
5897,DWfG2EoJ3TE,0.0,10.0,"/m/068zj,/m/0ch8v,/m/0jbk",False,True,0,0,0.0,0
5898,DWllVxtDX6E,0.0,10.0,"/m/07bjf,/m/09x0r,/t/dd00127",False,False,35314,103,0.0,4
5899,DX05CfULHGA,23.0,33.0,"/m/03kmc9,/m/0dgbq",False,False,78187,0,0.0,60
5900,DX4_QlYLq30,30.0,40.0,"/m/02v2lh,/m/04rlf",False,False,491005,772,0.0,0
5901,DXI5VNzzZQ0,70.0,80.0,"/m/04rlf,/m/07pyy8b,/m/09x0r",False,False,33683,341,0.0,52
5902,DXNmuc_ZXHA,230.0,240.0,/m/07r4gkf,False,False,19475,48,0.0,26
5903,DXUmi-gSRww,10.0,20.0,"/m/01b_21,/m/068hy,/m/0bt9lr,/m/0jbk",False,False,56892,18,0.0,0
5904,DXZkRpXG1vU,11.0,21.0,"/m/01jg02,/m/07p_0gm,/m/07rcgpl",False,False,50767,86,0.0,11
5905,DXd83S6NHLg,80.0,90.0,/m/0l14t7,False,False,27910,145,0.0,30
5906,DXeiJpZXVAI,30.0,40.0,"/m/02w4v,/m/04rlf",False,False,510460,6955,0.0,266
5907,DXi8C1TvuG8,120.0,130.0,"/m/015lz1,/m/018j2,/m/04rzd,/m/0gg8l",False,False,0,0,0.0,0
5908,DY7y8djvmcs,20.0,30.0,/m/07s12q4,False,False,104551,523,0.0,111
5909,DYBJLwQFM5I,30.0,40.0,"/m/01bns_,/m/0d8_n",False,False,30532,175,0.0,17
5910,DYEQ8sM7wYI,20.0,30.0,"/m/07sq110,/t/dd00001,/t/dd00125",False,True,0,0,0.0,0
5911,DYMSZ_Lfdlc,230.0,240.0,"/m/09x0r,/m/0cj0r,/t/dd00125",False,False,63684,273,0.0,97
5912,DYS_qFWx7-M,30.0,40.0,"/m/04rlf,/m/07s72n",False,False,41124340,414921,0.0,25000
5913,DYVxOjG2nvw,50.0,60.0,"/m/03r5q_,/m/04rlf",False,False,545753,1801,0.0,157
5914,DYaFzD19PSk,30.0,40.0,"/m/04rlf,/m/07xzm,/m/09x0r,/t/dd00128",False,False,200763,669,0.0,123
5915,DYlIBmbEP24,30.0,40.0,"/m/02qldy,/m/09x0r",False,False,3280,1,0.0,0
5916,DYp8940tHso,0.0,10.0,"/m/03lty,/m/04rlf,/m/06by7",False,False,805568,2798,0.0,1300
5917,DZMjLzl3OkA,210.0,220.0,/m/0fd3y,False,False,235795,1346,0.0,36
5918,DZcd3Esg2z8,110.0,120.0,"/m/03vt0,/m/09f96,/m/0h2mp",False,False,24606,979,0.0,54
5919,DZm40S4I2Ms,30.0,40.0,/m/07swgks,False,False,98655,23,0.0,6
5920,D_usHKfOXCw,40.0,50.0,"/m/01sm1g,/m/0l14md",False,False,19334,224,0.0,15
5921,D_zlJGQz0Eg,30.0,40.0,"/m/03kmc9,/m/06hck5,/m/06wzb,/m/0dgbq",False,False,160389,1485,0.0,164
5922,DaD0gvQnqyo,80.0,90.0,"/m/015p6,/m/020bb7,/m/07pggtn",False,False,1693427,4319,0.0,184
5923,DaMvU_MSjoo,20.0,30.0,"/m/03qc9zr,/m/0463cq4,/m/09x0r",False,False,157851,337,0.0,50
5924,DaNZ87275q8,350.0,360.0,"/m/07pqc89,/m/09x0r,/m/0ytgt",False,False,79498,589,0.0,0
5925,Dai4HuI98oA,40.0,50.0,"/m/019jd,/m/02rlv9,/m/07ptzwd,/m/0838f",False,False,55758,141,0.0,8
5926,DaiOvdvHgyY,30.0,40.0,"/m/04rlf,/m/0xzly",False,False,32770,96,0.0,2
5927,Dal2q-QwFxg,13.0,23.0,"/m/01m2v,/m/09x0r",False,True,0,0,0.0,0
5928,Db06mHi_gaY,10.0,20.0,"/m/03qtwd,/m/07q4ntr,/m/09x0r",False,False,15858,19,0.0,2
5929,DbQdgOVOjSU,30.0,40.0,"/m/01z7dr,/m/04rlf,/m/07szfh9,/m/0l14gg",False,True,0,0,0.0,0
5930,DbQn-yYDbTQ,380.0,390.0,"/m/09x0r,/m/0fqfqc,/t/dd00125",False,False,21007,248,0.0,27
5931,DbUJsbGLJUo,230.0,240.0,"/m/01d380,/m/07k1x,/m/0_ksk",False,False,147899,116,0.0,0
5932,DbYWiXxzSSM,170.0,180.0,/m/027m70_,False,True,0,0,0.0,0
5933,Dcv24uT0A9s,200.0,210.0,"/m/04rlf,/t/dd00032",False,True,0,0,0.0,0
5934,Dd0dbqaHF6o,280.0,290.0,"/m/04rlf,/m/0fd3y",False,True,0,0,0.0,0
5935,DdDW5lelkRI,260.0,270.0,"/m/01qbl,/m/03qtq",False,False,251467,3032,0.0,181
5936,DdSgYm2ZwAw,530.0,540.0,"/m/06hck5,/m/06wzb,/m/07rjwbb",False,False,23775,78,0.0,17
5937,DdU5L4bDiAY,150.0,160.0,"/m/04rlf,/m/07qqyl4,/m/09x0r",False,False,240712,911,0.0,204
5938,DeCH63ZLRCQ,10.0,20.0,"/m/01d380,/m/07k1x,/m/0_ksk",False,False,72421,63,0.0,6
5939,DeNCHPXfMhM,30.0,40.0,"/m/02qldy,/m/0463cq4,/m/05zppz,/m/09x0r",False,False,205302,316,0.0,56
5940,DeO_vuhMM9o,11.0,21.0,/m/07rbp7_,False,False,69035,368,0.0,114
5941,DeP1H91YB10,360.0,370.0,"/m/01280g,/m/09x0r,/m/0jbk",False,False,5421836,19877,0.0,3500
5942,DegfC2mWReU,460.0,470.0,"/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c",False,False,338507,1137,0.0,159
5943,DemqL00CVVQ,0.0,10.0,"/m/015p6,/m/04s8yn,/m/09x0r",False,False,195914,553,0.0,39
5944,Df6nDjSCGkM,30.0,40.0,"/m/02zsn,/m/04rlf,/m/09x0r",False,False,182405,211,0.0,49
5945,DfVMOMmgJNM,50.0,60.0,"/m/01z47d,/m/09x0r",False,True,0,0,0.0,0
5946,DfY5fVQANTQ,11.0,21.0,"/m/03k3r,/m/04rlf,/m/07q5rw0,/m/09x0r,/m/0jbk",False,False,0,0,0.0,0
5947,DgCDlrzqgdM,150.0,160.0,"/m/04rlf,/m/07c52,/t/dd00125",False,False,145427,129,0.0,25
5948,DgVNI_FqNmg,220.0,230.0,"/m/081rb,/m/09x0r,/t/dd00125",False,False,59695,237,0.0,20
5949,DgVpK6r7JT4,280.0,290.0,"/m/04rlf,/m/09x0r,/t/dd00037",False,False,318867,5352,0.0,740
5950,DgWIUfxm2Iw,310.0,320.0,/m/03wvsk,False,False,0,0,0.0,0
5951,DgqPgNqW2hE,50.0,60.0,"/m/0155w,/m/04rlf",False,False,1572748,17077,0.0,532
5952,Dh2_kc58_1Q,110.0,120.0,"/m/01p970,/m/026t6,/m/0l14md",False,True,0,0,0.0,0
5953,DhFXQ7yqLi0,40.0,50.0,"/m/018vs,/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y",False,False,105710,521,0.0,81
5954,DhmfGPyio3I,90.0,100.0,"/m/03cl9h,/m/04rlf",False,True,0,0,0.0,0
5955,DhvfX3kALh0,7.0,17.0,"/m/04rlf,/m/09x0r,/m/0xzly",False,False,27770,455,0.0,33
5956,DhyUGaTreeI,110.0,120.0,"/m/015lz1,/m/04rlf,/m/04szw,/m/07xzm",False,False,271850,1992,0.0,83
5957,DhypZB6_06U,90.0,100.0,"/m/06hck5,/m/06wzb,/m/07rjwbb",False,False,22989,60,0.0,4
5958,Di2WnCJ-bjM,80.0,90.0,"/m/07p9k1k,/m/07ptfmf",False,False,188574,3107,0.0,152
5959,Di6NyyQEd8c,50.0,60.0,"/m/07pc8lb,/m/0c1dj",False,True,0,0,0.0,0
5960,Di7Rs4QmYKI,150.0,160.0,"/m/01kcd,/m/04fq5q,/m/04rlf",False,False,15762,15,0.0,0
5961,DiBvhx60rBg,530.0,540.0,"/m/0316dw,/m/09x0r",False,False,218732,4808,0.0,443
5962,DiVHBtHrr7I,390.0,400.0,"/m/04rlf,/m/0642b4,/m/09x0r",False,False,5804,203,0.0,43
5963,Dia6QIxORbM,20.0,30.0,"/m/02l6bg,/m/07yv9,/m/09x0r,/m/0k5j",False,False,39371,140,0.0,44
5964,DibsRylvT18,10.0,20.0,"/m/07yv9,/t/dd00130",False,False,37620,25,0.0,2
5965,DiydOhZ22jE,210.0,220.0,"/m/07qb_dv,/m/09x0r",False,False,21192,50,0.0,20
5966,Dj6vz-bsHXY,60.0,70.0,"/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092",False,False,13814,69,0.0,9
5967,DjALQt_oIcg,4.0,14.0,"/m/04rlf,/m/05r5wn,/t/dd00125",False,False,68343,125,0.0,0
5968,DjDu5IP4V74,50.0,60.0,"/m/04rlf,/m/05lls",False,False,184404,205,0.0,20
5969,DjX6Xh0GK6A,30.0,40.0,/m/07pzfmf,False,False,385194,1298,0.0,57
5970,DjZLBwKtsxI,130.0,140.0,"/m/03fwl,/m/09x0r,/m/0ch8v,/m/0jbk",False,False,123417,17,0.0,2
5971,Djc2Sx5RoNg,0.0,10.0,"/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/m/0lyf6",False,False,29626,55,0.0,3
5972,DjkResItPAc,30.0,40.0,"/m/03k3r,/m/04rlf,/m/07q5rw0,/m/09x0r,/m/0jbk",False,False,72596,724,0.0,49
5973,DjpqhkMT6Fg,310.0,320.0,/m/0d31p,False,False,73250,70,0.0,10
5974,Djvv2XXE7yA,30.0,40.0,"/m/085jw,/m/0l14l2",False,True,0,0,0.0,0
5975,DkAX5alhszM,30.0,40.0,"/m/03dnzn,/m/0838f",False,True,0,0,0.0,0
5976,DkCIFy4OWno,10.0,20.0,"/m/01b_21,/m/09x0r",False,False,22970,20,0.0,3
5977,DkEqJe6C7ec,30.0,40.0,"/m/019jd,/m/056ks2",False,False,41921,353,0.0,98
5978,DkMhvAcTHMA,30.0,40.0,"/m/04rlf,/m/0l14qv",False,False,388038,1647,0.0,181
5979,DkZ1Or_D-g8,100.0,110.0,/m/07kc_,False,False,17731,37,0.0,0
5980,DkazXQcac5g,30.0,40.0,"/m/02dgv,/m/02y_763,/m/09x0r",False,False,220238,409,0.0,0
5981,DkdTtNimvR4,20.0,30.0,/m/015vgc,False,True,0,0,0.0,0
5982,DlJAz4jGvfY,10.0,20.0,"/m/019jd,/m/056ks2",False,False,10752,28,0.0,6
5983,DlMkd6g6-iM,330.0,340.0,/m/02pjr4,False,False,0,0,0.0,0
5984,DleBZ7FEZic,320.0,330.0,"/m/012f08,/m/07r04,/m/07yv9,/m/09x0r,/m/0btp2",False,False,868249,856,0.0,121
5985,DlkiTCd-5Tk,40.0,50.0,"/m/068hy,/m/07r4k75,/m/09x0r,/m/0ch8v,/m/0jbk",False,False,21709,27,0.0,0
5986,DlvmTAFnLKA,0.0,9.0,/m/01hnzm,False,False,150272,121,0.0,2
5987,DmhksGXVODg,280.0,290.0,"/m/07p9k1k,/m/07ptfmf",False,False,126468,186,0.0,41
5988,DmwsPp18fiM,17.0,27.0,"/m/03vt0,/m/09f96,/m/0h2mp",False,False,24714,31,0.0,17
5989,DnMM-2EQSQc,30.0,40.0,"/m/07qlwh6,/m/09x0r",False,False,48313,206,0.0,10
5990,DndWzbgvKws,20.0,30.0,/m/0g6b5,False,False,74756,184,0.0,53
5991,DngdndkOhLo,40.0,50.0,/m/03l9g,False,False,293960,1098,0.0,40
5992,Do9Dffb6vHA,30.0,40.0,"/m/03kmc9,/m/0dgbq",False,False,42353,144,0.0,0
5993,DoDHKl7VDno,10.0,20.0,/m/01d3sd,False,False,55499,120,0.0,3
5994,DoRebW9poXU,30.0,40.0,"/m/032s66,/m/0_1c",False,False,146646,2284,0.0,108
5995,Doa7n4YDNJw,0.0,10.0,"/m/07rv9rh,/m/09x0r",False,True,0,0,0.0,0
5996,Dp0FeEXOdgM,260.0,270.0,"/m/04rlf,/m/07s2xch",False,False,492782,728,0.0,86
5997,Dp3--q5GP0Y,130.0,140.0,/m/0fqfqc,False,False,12858,13,0.0,4
5998,DpZWsx7qDFc,30.0,40.0,"/m/07qjznt,/m/09x0r",False,False,249785,690,0.0,53
5999,DpbEoAEI0Sk,110.0,120.0,"/m/03v3yw,/m/07yv9,/m/09x0r,/m/0k4j",False,False,241889,773,0.0,88
6000,DplAor_l88w,30.0,40.0,"/m/081rb,/m/09x0r",False,False,86085,69,0.0,12
6001,Dq29NSr8wDA,40.0,50.0,"/m/01z5f,/m/068hy,/m/0bt9lr,/m/0jbk",False,False,335398,62,0.0,6
6002,DqEQgTviksM,10.0,20.0,/m/0fx9l,False,True,0,0,0.0,0
6003,DqOo0Qol89o,40.0,50.0,"/m/02l6bg,/m/07yv9,/t/dd00129",False,False,83497,79,0.0,65
6004,DqTWgefdYz8,90.0,100.0,"/m/07ppn3j,/m/09x0r",False,False,2566,3,0.0,1
6005,DquIIBo_nwk,170.0,180.0,"/m/01lsmm,/m/09x0r",False,False,30265,258,0.0,10
6006,Dqv8aWzOgmo,50.0,60.0,"/m/032n05,/m/0jbk",False,False,0,0,0.0,0
6007,DqvZwo2qhIo,0.0,10.0,/m/0llzx,False,False,74139,317,0.0,1
6008,Dr-Kr0cukQo,300.0,310.0,"/m/04rlf,/m/05lls",False,True,0,0,0.0,0
6009,DraPZlRaihM,30.0,40.0,"/m/02rr_,/m/04rlf,/m/0g12c5",False,False,2671,9,0.0,0
6010,DraWmty4nzI,160.0,170.0,"/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr",False,False,15938,233,0.0,37
6011,DrbKZ9VFuw4,18.0,28.0,/m/01w250,False,False,248989,2100,0.0,144
6012,Driy9TsSl2I,340.0,350.0,/m/07szfh9,False,False,78464,215,0.0,10
6013,DrnXIEH46UQ,570.0,580.0,"/m/07r660_,/m/09x0r,/t/dd00125",False,False,70716,38,0.0,0
6014,DroYq7uT5M4,10.0,20.0,"/m/01z7dr,/m/04rlf",False,False,212668,163,0.0,233
6015,DrzVBDoneZI,40.0,50.0,"/m/018w8,/m/04rlf,/m/09x0r",False,True,0,0,0.0,0
6016,DsCWHwjaxhE,30.0,40.0,"/m/01j4z9,/m/01yg9g,/m/07yv9",False,False,131959,119,0.0,5
6017,DsFvp-0mEZA,30.0,40.0,"/m/02_41,/m/03kmc9,/m/03m9d0z,/m/0dgbq,/t/dd00092",False,False,26361,34,0.0,22
6018,DtWdvUgqmXw,200.0,210.0,"/m/04rlf,/m/09x0r,/m/0l15bq",False,False,27688,34,0.0,8
6019,DtdUYobU_EI,140.0,150.0,"/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/t/dd00048",False,False,7229,46,0.0,6
6020,DtgdD48804M,30.0,40.0,"/m/01jg1z,/m/04rlf",False,False,37919,478,0.0,14
6021,DttfAYeS3C0,300.0,310.0,"/m/018vs,/m/04rlf,/m/09x0r",False,False,918188,15912,0.0,357
6022,Du3Q6NdsSso,30.0,40.0,"/m/01kcd,/m/0319l",False,False,36216,121,0.0,73
6023,DueNcVFHI0k,20.0,30.0,"/m/011k_j,/m/0l14md",False,False,199443,2343,0.0,334
6024,Dv21JlCT4_k,40.0,50.0,"/m/015lz1,/m/0l14jd",False,False,478389,3049,0.0,0
6025,DvDvgdQBsvY,130.0,140.0,"/m/068zj,/m/09x0r,/m/0jbk",False,True,0,0,0.0,0
6026,DvMea0fVZiM,120.0,130.0,"/m/08j51y,/m/09x0r",False,False,4904,53,0.0,35
6027,DvN5813H7Bo,190.0,200.0,"/m/015lz1,/m/04rlf,/m/0gywn",False,False,1084267,4962,0.0,210
6028,DvX1fVxz3lI,0.0,10.0,"/m/01jt3m,/m/0838f",False,False,34092,56,0.0,8
6029,DvhvrR1Bwoc,30.0,40.0,"/m/09x0r,/m/0fqfqc",False,False,118683,308,0.0,40
6030,DwMIru734Gw,60.0,70.0,"/m/012f08,/m/04gxbd,/m/07yv9,/m/0k4j",False,False,10096,3,0.0,0
6031,DwMpNGpXn24,21.0,31.0,"/m/01jg02,/m/07p_0gm,/m/07rcgpl",False,False,42488,66,0.0,7
6032,DwZUTNBDRL8,20.0,30.0,"/m/06_y0by,/m/09x0r,/t/dd00129",False,False,80061,499,0.0,259
6033,DwaaPVsRUoU,30.0,40.0,"/m/01glhc,/m/02sgy,/m/04rlf,/m/09x0r",False,False,483532,6153,0.0,606
6034,DwfLHfTWGVg,30.0,40.0,"/m/01c194,/m/04rlf",False,False,837916,2071,0.0,201
6035,DwhwLZ5_EaU,40.0,50.0,"/m/07yv9,/m/09ct_,/m/0k5j",False,False,737201,1478,0.0,43
6036,DwqZwA1sDaQ,60.0,70.0,"/m/09x0r,/t/dd00127",False,False,0,0,0.0,0
6037,DwyOjLK00jQ,30.0,40.0,"/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038",False,False,84015,278,0.0,4
6038,Dx58W7opw5A,0.0,10.0,"/m/02bxd,/m/0342h,/m/04rlf,/m/04szw",False,False,247059,2415,0.0,80
6039,Dx9Mh8_fpD8,30.0,40.0,"/m/0463cq4,/m/09x0r",False,False,327318,1256,0.0,0
6040,DxMIXw0_qz0,130.0,140.0,/m/08p9q4,False,False,12743,61,0.0,13
6041,DxNJdRKgNto,210.0,220.0,"/m/023vsd,/m/07pdjhy",False,False,7552,28,0.0,9
6042,DxSeOI0G6Ro,20.0,30.0,/m/0hdsk,False,False,6765,32,0.0,11
6043,DxnzNVIAxCY,120.0,130.0,/m/04wptg,False,False,84692,533,0.0,184
6044,DxoK01Swurg,30.0,40.0,"/m/01j3sz,/m/04rlf,/m/06_fw,/m/0ytgt",False,False,345761,1047,0.0,125
6045,DyZY0t5BsG8,40.0,50.0,"/m/015y_n,/m/04rlf",False,False,99670,367,0.0,45
6046,DyfGM2xoVSE,30.0,40.0,/m/07qs1cx,False,False,11047,10,0.0,0
6047,Dys9DJoFnGA,100.0,110.0,/m/0242l,False,True,0,0,0.0,0
6048,DytM8WDRqwg,12.0,22.0,/m/046dlr,False,False,183190,614,0.0,62
6049,Dz8filbrC98,40.0,50.0,"/m/0939n_,/m/09x0r",False,False,2472,7,0.0,3
6050,DzK0mQER28A,30.0,40.0,"/m/07pjwq1,/m/09x0r",False,False,54435,255,0.0,33
6051,DzPgOLFJOzI,540.0,550.0,"/m/07q0yl5,/m/09x0r",False,False,41247,185,0.0,25
6052,Dzkfz9UWu_E,140.0,150.0,"/m/04rlf,/m/0ggx5q",False,False,2875348,9026,0.0,979
6053,DzlD845npq4,90.0,100.0,"/m/05kq4,/m/07pqc89",False,False,184996,221,0.0,22
6054,Dzq4_ieNitU,0.0,4.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v",False,True,0,0,0.0,0
6055,E-As4tECwcQ,280.0,290.0,"/m/015p6,/m/020bb7,/m/07pggtn",False,False,2558450,5738,0.0,194
6056,E-F3eGRXiBI,60.0,70.0,"/m/07yv9,/m/0btp2,/m/0k4j",False,False,435768,1376,0.0,89
6057,E-J9vzpZFn4,50.0,60.0,/m/02_41,False,False,37846,563,0.0,214
6058,E-f_YcMcIK0,10.0,20.0,"/m/09x0r,/m/0g6b5",False,False,70324,11,0.0,15
6059,E0EUGWxAKUY,50.0,60.0,"/m/04rlf,/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk",False,False,77332,1029,0.0,103
6060,E0OUeIVIHAE,30.0,40.0,/m/07s34ls,False,False,17227,21,0.0,15
6061,E0Q3USvTnXQ,10.0,20.0,"/m/068hy,/m/09x0r,/m/0bt9lr,/m/0ghcn6,/m/0jbk",False,False,86223,99,0.0,9
6062,E0Tvx4FX0_k,330.0,340.0,/m/01lsmm,False,False,66736,726,0.0,48
6063,E0WTUcp85_0,130.0,140.0,"/m/09x0r,/m/0brhx",False,False,596794,601,0.0,0
